127.0.0.1 - - [20/Feb/2017:09:32:32 +0530] "GET / HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [20/Feb/2017:09:46:08 +0530] "GET /SalarySystem/test?empId=7&rating=1 HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [20/Feb/2017:09:46:08 +0530] "GET /SalarySystem/test?empId=7&rating=1 HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [20/Feb/2017:09:46:08 +0530] "GET /SalarySystem/test?empId=7&rating=1 HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [20/Feb/2017:09:46:08 +0530] "GET /SalarySystem/test?empId=7&rating=1 HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [20/Feb/2017:09:46:16 +0530] "GET /SalarySystem/test?empId=7&rating=4.4 HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [20/Feb/2017:09:49:07 +0530] "POST /SalarySystem/LoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Feb/2017:09:49:07 +0530] "GET /SalarySystem/home.jsp HTTP/1.1" 200 3538
0:0:0:0:0:0:0:1 - - [20/Feb/2017:09:49:07 +0530] "GET /SalarySystem/fonts/slide.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Feb/2017:09:49:24 +0530] "GET /SalarySystem/home.jsp HTTP/1.1" 200 3538
0:0:0:0:0:0:0:1 - - [20/Feb/2017:09:49:26 +0530] "GET /SalarySystem/home.htm HTTP/1.1" 404 1034
0:0:0:0:0:0:0:1 - - [20/Feb/2017:09:49:33 +0530] "GET /SalarySystem/home.jsp HTTP/1.1" 200 3538
0:0:0:0:0:0:0:1 - - [20/Feb/2017:09:49:35 +0530] "GET /SalarySystem/addLeaveRequest.jsp HTTP/1.1" 200 6264
0:0:0:0:0:0:0:1 - - [20/Feb/2017:09:49:35 +0530] "GET /SalarySystem/jquery.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Feb/2017:09:50:31 +0530] "POST /SalarySystem/addLeaveRequestServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Feb/2017:09:50:31 +0530] "GET /SalarySystem/addLeaveRequest.jsp HTTP/1.1" 200 6277
0:0:0:0:0:0:0:1 - - [20/Feb/2017:09:50:33 +0530] "GET /SalarySystem/addOffDeskRequest.jsp HTTP/1.1" 200 6204
0:0:0:0:0:0:0:1 - - [20/Feb/2017:09:50:47 +0530] "POST /SalarySystem/OffDeskRequest HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Feb/2017:09:50:47 +0530] "GET /SalarySystem/addOffDeskRequest.jsp HTTP/1.1" 200 6217
0:0:0:0:0:0:0:1 - - [20/Feb/2017:09:50:54 +0530] "GET /SalarySystem/Login.jsp HTTP/1.1" 200 3399
0:0:0:0:0:0:0:1 - - [20/Feb/2017:09:51:09 +0530] "POST /SalarySystem/LoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Feb/2017:09:51:09 +0530] "GET /SalarySystem/addEmployee.jsp HTTP/1.1" 200 8417
0:0:0:0:0:0:0:1 - - [20/Feb/2017:09:51:13 +0530] "GET /SalarySystem/employeeLeaves.jsp HTTP/1.1" 200 5485
0:0:0:0:0:0:0:1 - - [20/Feb/2017:09:51:19 +0530] "GET /SalarySystem/employeeOffDeskLeaves.jsp HTTP/1.1" 200 5459
0:0:0:0:0:0:0:1 - - [20/Feb/2017:09:51:32 +0530] "POST /SalarySystem/LeaveApproveservlet HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [20/Feb/2017:09:51:40 +0530] "POST /SalarySystem/LeaveApproveservlet HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [20/Feb/2017:09:51:44 +0530] "POST /SalarySystem/LeaveApproveservlet HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [20/Feb/2017:09:51:48 +0530] "GET /SalarySystem/employeeLeaves.jsp HTTP/1.1" 200 5485
0:0:0:0:0:0:0:1 - - [20/Feb/2017:09:51:50 +0530] "GET /SalarySystem/employeeOffDeskLeaves.jsp HTTP/1.1" 200 4930
0:0:0:0:0:0:0:1 - - [20/Feb/2017:09:51:53 +0530] "GET /SalarySystem/employeeLeaves.jsp HTTP/1.1" 200 5485
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:02:17 +0530] "GET /SalarySystem/Login.jsp HTTP/1.1" 200 3399
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:02:43 +0530] "POST /SalarySystem/LoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:02:43 +0530] "GET /SalarySystem/addEmployee.jsp HTTP/1.1" 200 8417
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:02:51 +0530] "GET /SalarySystem/employeeList.jsp HTTP/1.1" 200 6968
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:03:06 +0530] "GET /SalarySystem/addEmployee.jsp HTTP/1.1" 200 8417
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:03:09 +0530] "GET /SalarySystem/employeeLeaves.jsp HTTP/1.1" 200 5485
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:03:17 +0530] "GET /SalarySystem/employeeOffDeskLeaves.jsp HTTP/1.1" 200 4930
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:03:26 +0530] "GET /SalarySystem/setEmpRank.jsp HTTP/1.1" 200 5870
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:03:26 +0530] "GET /SalarySystem/SetPerformance HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:03:29 +0530] "GET /SalarySystem/test?empId=6&rating=2.7 HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:03:30 +0530] "GET /SalarySystem/test?empId=6&rating=2.7 HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:04:03 +0530] "GET /SalarySystem/employeeWorking.jsp HTTP/1.1" 200 10194
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:06:23 +0530] "POST /SalarySystem/GetSalaryServlet HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:06:26 +0530] "POST /SalarySystem/ShowSalary HTTP/1.1" 200 289
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:09:05 +0530] "GET /SalarySystem/Login.jsp HTTP/1.1" 200 3399
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:12:27 +0530] "POST /SalarySystem/LoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:12:27 +0530] "GET /SalarySystem/Login.jsp HTTP/1.1" 200 3517
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:13:07 +0530] "POST /SalarySystem/LoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:13:07 +0530] "GET /SalarySystem/home.jsp HTTP/1.1" 200 3538
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:13:19 +0530] "GET /SalarySystem/addLeaveRequest.jsp HTTP/1.1" 200 6289
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:13:35 +0530] "POST /SalarySystem/addLeaveRequestServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:13:35 +0530] "GET /SalarySystem/addLeaveRequest.jsp HTTP/1.1" 200 6277
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:13:49 +0530] "GET /SalarySystem/addOffDeskRequest.jsp HTTP/1.1" 200 6204
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:14:04 +0530] "POST /SalarySystem/OffDeskRequest HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:14:04 +0530] "GET /SalarySystem/addOffDeskRequest.jsp HTTP/1.1" 200 6217
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:14:33 +0530] "GET /SalarySystem/Login.jsp HTTP/1.1" 200 3399
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:14:44 +0530] "POST /SalarySystem/LoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:14:44 +0530] "GET /SalarySystem/addEmployee.jsp HTTP/1.1" 200 8417
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:14:47 +0530] "GET /SalarySystem/employeeLeaves.jsp HTTP/1.1" 200 6036
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:14:54 +0530] "GET /SalarySystem/employeeOffDeskLeaves.jsp HTTP/1.1" 200 5465
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:27:41 +0530] "GET /SalarySystem/Login.jsp HTTP/1.1" 200 3399
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:28:09 +0530] "POST /SalarySystem/LoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:28:09 +0530] "GET /SalarySystem/home.jsp HTTP/1.1" 200 3538
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:28:41 +0530] "GET /SalarySystem/addLeaveRequest.jsp HTTP/1.1" 200 6264
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:28:45 +0530] "GET /SalarySystem/addOffDeskRequest.jsp HTTP/1.1" 200 6204
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:28:53 +0530] "GET /SalarySystem/Login.jsp HTTP/1.1" 200 3399
0:0:0:0:0:0:0:1 - - [20/Feb/2017:11:30:06 +0530] "GET /SalarySystem/home.jsp HTTP/1.1" 200 3538
